% selection
@RELATION myRel

@ATTRIBUTE IMPACT_TYPE NUMERIC
@ATTRIBUTE ENVIRONMENT NUMERIC
@ATTRIBUTE LIGHT NUMERIC
@ATTRIBUTE ROAD_SURFACE_CONDITION NUMERIC
@ATTRIBUTE NO_OF_PEDESTRIANS NUMERIC
@ATTRIBUTE X NUMERIC
@ATTRIBUTE Y NUMERIC
@ATTRIBUTE class REAL

@DATA
7.0,1.0,1.0,1.0,3.0,0.6498590037687944,0.8269650437025433,0.0
7.0,1.0,1.0,1.0,0.0,0.6659573329000184,0.7813156321909815,0.0
4.0,2.0,1.0,2.0,0.0,0.6055658362039678,0.7925662699952056,0.0
3.0,2.0,1.0,2.0,0.0,0.5272024444032519,0.6678529030326104,0.0
5.0,1.0,1.0,1.0,0.0,0.4955374773236176,0.6427551014524227,0.0
2.0,2.0,1.0,2.0,0.0,0.6519074703521337,0.8201472922658013,0.0
7.0,1.0,7.0,2.0,0.0,0.4969759926978119,0.3641763659705504,0.0
3.0,1.0,1.0,1.0,0.0,0.6481249711109918,0.8440772132532288,0.0
3.0,1.0,1.0,1.0,0.0,0.6076006636013744,0.8178055512162246,0.0
3.0,1.0,1.0,1.0,0.0,0.3692041501056211,0.6007527827437116,0.0
2.0,1.0,1.0,1.0,0.0,0.8064078834947388,0.9370704570418268,0.0
7.0,1.0,7.0,1.0,1.0,0.5816568996006284,0.7724232457752294,0.0
3.0,1.0,1.0,1.0,0.0,0.7791084125269414,0.9260631537057408,0.0
5.0,1.0,1.0,1.0,0.0,0.5457266473167888,0.7243067460636894,0.0
2.0,1.0,1.0,1.0,0.0,0.5908413444241711,0.7873566912846997,0.0
5.0,1.0,1.0,1.0,0.0,0.7223487204730503,0.8263439263941876,0.0
2.0,1.0,1.0,1.0,0.0,0.5895194441492668,0.8005487478107085,0.0
3.0,1.0,1.0,1.0,0.0,0.5834460405737492,0.5408454860790926,0.0
5.0,1.0,1.0,1.0,0.0,0.3617535187408061,0.5403732246724076,0.0
7.0,1.0,7.0,1.0,1.0,0.6092355551383362,0.8191783078657124,0.0
6.0,1.0,1.0,1.0,0.0,0.6200152045532414,0.6717022433805084,0.0
2.0,1.0,1.0,1.0,0.0,0.6103072027386539,0.8262887440772461,0.0
3.0,2.0,1.0,2.0,0.0,0.5746996436585468,0.6471571520923618,0.0
5.0,1.0,5.0,1.0,0.0,0.4431694959231356,0.5617599784751235,0.0
2.0,1.0,1.0,1.0,0.0,0.01933710744900408,0.7329813274309203,0.0
2.0,1.0,1.0,1.0,0.0,0.6135838572270655,0.7543357012554566,0.0
4.0,1.0,1.0,1.0,0.0,0.6001993782370585,0.7540063487428057,0.0
3.0,1.0,1.0,1.0,0.0,0.6365204219677496,0.7962175684167505,0.0
3.0,1.0,1.0,1.0,0.0,0.5493004082821038,0.7694758134952338,0.0
7.0,1.0,1.0,1.0,0.0,0.4590045705389771,0.5311436659218174,0.0
3.0,1.0,1.0,1.0,0.0,0.635023351849302,0.8060047659188001,0.0
3.0,1.0,1.0,1.0,0.0,0.7397915631229006,0.8951197064464935,0.0
7.0,1.0,1.0,1.0,0.0,0.33931522208916753,0.4732398537108367,0.0
3.0,1.0,1.0,1.0,0.0,0.5597603641849673,0.695587808233455,0.0
4.0,1.0,1.0,1.0,0.0,0.707530039803693,0.8145615735348315,0.0
3.0,1.0,1.0,1.0,0.0,0.5674628731566429,0.5491655140779841,0.0
5.0,1.0,1.0,1.0,0.0,0.6492160297424556,0.6862232096956546,0.0
2.0,1.0,1.0,1.0,0.0,0.5556700832337009,0.5303821860901223,0.0
2.0,1.0,5.0,1.0,0.0,0.5167968975230028,0.5324826790526913,0.0
2.0,1.0,1.0,1.0,0.0,0.6364926980499384,0.8024867987519286,0.0
5.0,1.0,1.0,1.0,0.0,0.6820838112429106,0.5782240720446055,0.0
3.0,1.0,1.0,1.0,0.0,0.6272833383923846,0.770099395033256,0.0
4.0,1.0,1.0,1.0,0.0,0.5751643302110168,0.7769902355227174,0.0
7.0,1.0,1.0,1.0,1.0,0.6025285709316295,0.8049841312643338,0.0
7.0,1.0,1.0,1.0,1.0,0.6534413123067413,0.8476098672291101,0.0
5.0,1.0,1.0,1.0,0.0,0.6610459953520262,0.7890324167609037,0.0
4.0,2.0,1.0,2.0,0.0,0.631298349478616,0.8116867374615849,0.0
3.0,1.0,1.0,1.0,0.0,0.5923548532819582,0.7648504050758334,0.0
2.0,1.0,1.0,1.0,0.0,0.6698252792762993,0.7597404469577071,0.0
5.0,1.0,1.0,1.0,0.0,0.64061413862626,0.8580816770246145,0.0
7.0,1.0,7.0,1.0,0.0,0.6127523719960797,0.728219449971121,1.0
4.0,1.0,1.0,1.0,0.0,0.3809514871942472,0.6089762950796143,0.0
3.0,1.0,1.0,1.0,0.0,0.5710312268143367,0.5348362812611924,0.0
3.0,1.0,1.0,2.0,0.0,0.6066862055639399,0.7846142993433459,0.0
7.0,1.0,1.0,1.0,1.0,0.6551126909593243,0.7597075905617885,0.0
7.0,1.0,1.0,1.0,1.0,0.6174553703535155,0.7810128276462365,0.0
3.0,1.0,1.0,1.0,0.0,0.5090231941212721,0.6531864650245609,0.0
3.0,1.0,1.0,1.0,0.0,0.6599485716082878,0.7365446857087791,0.0
3.0,1.0,1.0,1.0,0.0,0.5272992565339196,0.6679412045966302,0.0
3.0,1.0,1.0,1.0,0.0,0.5044863689149022,0.6079274532092427,0.0
5.0,1.0,1.0,1.0,0.0,0.669487805621884,0.7673816453888378,0.0
7.0,1.0,1.0,1.0,0.0,0.644030178709194,0.7866354276816168,0.0
7.0,1.0,1.0,1.0,1.0,0.648012558915708,0.7268672449972797,0.0
5.0,1.0,1.0,1.0,0.0,0.6599486943121171,0.7365450142727497,0.0
2.0,1.0,1.0,1.0,0.0,0.7926849575587704,0.8804382530655204,0.0
5.0,1.0,1.0,1.0,0.0,0.7427967824434889,0.8844008986947074,0.0
5.0,1.0,1.0,1.0,0.0,0.4363244294033644,0.5387781616481817,0.0
2.0,1.0,1.0,1.0,0.0,0.4150052965167834,0.5699442109897177,0.0
2.0,1.0,1.0,1.0,0.0,0.5868497554739012,0.7772539245280967,0.0
7.0,1.0,1.0,1.0,1.0,0.5549358771227162,0.7590505612127032,0.0
3.0,1.0,1.0,1.0,0.0,0.3804365575928888,0.6022929098739667,0.0
3.0,1.0,1.0,1.0,0.0,0.2710256086467364,0.6128168956261817,0.0
3.0,1.0,1.0,1.0,0.0,0.6154548499939727,0.7970140403100885,0.0
7.0,1.0,1.0,1.0,2.0,0.6307589815629759,0.8239354704327013,0.0
7.0,1.0,1.0,8.0,0.0,0.5436064478361002,0.481099366464619,0.0
2.0,1.0,1.0,1.0,0.0,0.7193939860351133,0.5486674604005373,0.0
7.0,1.0,1.0,1.0,0.0,0.3272792129228339,0.5940902613494643,0.0
3.0,1.0,1.0,1.0,0.0,0.6374780383970071,0.516997065381716,0.0
4.0,1.0,1.0,1.0,0.0,0.5699836243995255,0.7650464263338534,0.0
2.0,1.0,1.0,1.0,0.0,0.6501090801310809,0.8453976132358605,0.0
2.0,1.0,1.0,1.0,0.0,0.5616781845456078,0.7295624551541096,0.0
3.0,1.0,1.0,1.0,0.0,0.6095582364290753,0.8070659946504151,0.0
3.0,4.0,1.0,2.0,0.0,0.6423539335988817,0.6787322471348318,0.0
2.0,1.0,1.0,1.0,0.0,0.5956391070687417,0.7833400133124258,0.0
5.0,1.0,1.0,1.0,0.0,0.784111132263293,0.8747544415645905,0.0
3.0,1.0,1.0,1.0,1.0,0.570542318764061,0.7633239462062562,0.0
5.0,1.0,1.0,1.0,0.0,0.6108997514473096,0.8205866479919877,0.0
7.0,2.0,7.0,2.0,0.0,0.6334090304777256,0.7056000391911113,0.0
5.0,2.0,1.0,2.0,0.0,0.649215686648251,0.6862279903012478,0.0
5.0,2.0,1.0,2.0,0.0,0.6162405226182468,0.7991628321746731,0.0
2.0,2.0,1.0,2.0,0.0,0.7108159292444451,0.6597595184527307,0.0
3.0,1.0,1.0,1.0,0.0,0.5414717287992801,0.6689743575379339,0.0
2.0,1.0,1.0,1.0,0.0,0.4294212381983949,0.5867476947008043,0.0
3.0,1.0,5.0,1.0,0.0,0.4495268981091218,0.5657040273842284,0.0
3.0,1.0,1.0,1.0,0.0,0.6311561309743068,0.8115872318665538,0.0
5.0,1.0,1.0,1.0,0.0,0.6110353403708944,0.6532196499844218,0.0
3.0,1.0,1.0,1.0,0.0,0.5342060001934668,0.7142353078806138,0.0
2.0,1.0,1.0,1.0,0.0,0.5815370334454908,0.7553381827511885,0.0
7.0,1.0,1.0,1.0,1.0,0.5999432941522933,0.8049841148361311,0.0
3.0,1.0,1.0,1.0,0.0,0.6349045983677293,0.7645141198636622,0.0
3.0,2.0,1.0,2.0,0.0,0.3712039056509999,0.3889887440394375,0.0
5.0,1.0,1.0,1.0,0.0,0.6030904460653526,0.8054466014650075,0.0
3.0,1.0,1.0,1.0,0.0,0.5505746744536344,0.6387269237415723,0.0
0.0,1.0,5.0,1.0,1.0,0.7514973607954829,0.8480677046779732,0.0
5.0,1.0,3.0,1.0,0.0,0.3999346286410281,0.5508390053192898,0.0
3.0,1.0,1.0,1.0,0.0,0.6498582746936092,0.8269656186894707,0.0
7.0,1.0,1.0,1.0,0.0,0.7805336330007062,0.9219015954556512,0.0
7.0,2.0,1.0,2.0,0.0,0.38332384781103546,0.710306438626418,0.0
3.0,0.0,5.0,2.0,0.0,0.6455348838649941,0.8012209403865285,0.0
7.0,1.0,1.0,1.0,0.0,0.5622328415967415,0.6019425785525385,0.0
7.0,1.0,1.0,1.0,1.0,0.5128113770514773,0.6744279607009247,0.0
5.0,1.0,1.0,1.0,0.0,0.590158628652464,0.7895482786049826,0.0
3.0,2.0,1.0,2.0,0.0,0.5925085237466456,0.649441082313345,0.0
3.0,1.0,1.0,1.0,0.0,0.7491778771903821,0.8587054392728533,0.0
2.0,1.0,1.0,1.0,0.0,0.6594619675308984,0.8395573231493358,0.0
7.0,1.0,7.0,1.0,1.0,0.6009877467716978,0.8199787553829623,0.0
3.0,1.0,7.0,1.0,0.0,0.6519070748407589,0.8201466022814969,0.0
7.0,1.0,1.0,2.0,1.0,0.8186633157005145,0.8957776557746797,0.0
2.0,1.0,7.0,1.0,0.0,0.4423868229905521,0.5370171245399861,0.0
3.0,1.0,1.0,2.0,0.0,0.598407069599042,0.7117390267728467,0.0
3.0,2.0,5.0,2.0,0.0,0.862231385828971,0.7026852990249921,0.0
2.0,1.0,7.0,1.0,0.0,0.5990841576727544,0.7893649563439453,0.0
5.0,1.0,1.0,1.0,0.0,0.5952561722409149,0.7084565742518691,0.0
3.0,1.0,1.0,2.0,0.0,0.7931704108410145,0.8807231508744877,0.0
7.0,1.0,1.0,1.0,1.0,0.6679888222767261,0.7063542577593154,0.0
2.0,1.0,1.0,1.0,0.0,0.4350551666889837,0.6696985453602906,0.0
1.0,1.0,1.0,1.0,0.0,0.6036754097712276,0.5648094134362793,0.0
7.0,1.0,1.0,1.0,0.0,0.6254900755236115,0.7416324493314477,0.0
4.0,1.0,1.0,1.0,0.0,0.6555275061482959,0.7846709273417076,0.0
7.0,1.0,1.0,1.0,1.0,0.6491269527182828,0.8295314075027562,0.0
5.0,1.0,1.0,1.0,0.0,0.593061586839287,0.7970796873891288,0.0
3.0,1.0,1.0,1.0,0.0,0.6261624937039834,0.7650744199831649,0.0
3.0,1.0,5.0,1.0,0.0,0.6480109506616243,0.7268699556499456,0.0
7.0,1.0,1.0,1.0,0.0,0.7058189968401978,0.25956283349550796,0.0
3.0,1.0,1.0,1.0,0.0,0.8343281083739287,0.6786268109603526,0.0
1.0,1.0,1.0,1.0,0.0,0.6900789819537216,0.8145327913320415,0.0
7.0,1.0,1.0,1.0,1.0,0.6382794933546947,0.8250593563113284,0.0
3.0,1.0,1.0,1.0,0.0,0.7193966319109055,0.5486718467293628,0.0
7.0,1.0,1.0,1.0,1.0,0.5200068237625137,0.6409800510913612,0.0
5.0,1.0,1.0,1.0,0.0,0.5965337275898728,0.6490943487672354,0.0
1.0,1.0,1.0,1.0,0.0,0.5731718844782767,0.5683095067238071,0.0
3.0,2.0,1.0,2.0,0.0,0.5957319843377498,0.7079571241775824,0.0
7.0,1.0,7.0,1.0,1.0,0.7566712583313517,0.8541205263614273,0.0
3.0,1.0,1.0,1.0,0.0,0.4146798454551215,0.5905973636126589,0.0
2.0,1.0,1.0,1.0,0.0,0.5811406119180447,0.6256349806539134,0.0
3.0,1.0,1.0,1.0,0.0,0.5538995122344055,0.753760665042364,0.0
5.0,1.0,1.0,1.0,0.0,0.6492159141864215,0.686224376097698,0.0
2.0,2.0,1.0,2.0,0.0,0.6870523359235357,0.35550758375724456,0.0
7.0,1.0,1.0,1.0,1.0,0.6010990534412111,0.7848430127153136,0.0
3.0,1.0,1.0,1.0,0.0,0.6390891003736385,0.8381047911705792,0.0
7.0,1.0,7.0,1.0,1.0,0.6092355527557379,0.8191783078657124,0.0
3.0,1.0,7.0,1.0,0.0,0.503400422148828,0.6766138638646737,0.0
3.0,1.0,7.0,1.0,0.0,0.6716588283142304,0.7535316888192369,0.0
2.0,1.0,7.0,1.0,0.0,0.5965840004212435,0.5760881598872487,0.0
4.0,1.0,1.0,1.0,0.0,0.5983399577517607,0.8345606867407298,0.0
2.0,1.0,1.0,1.0,0.0,0.5723643253028641,0.7473037261173516,0.0
5.0,1.0,1.0,1.0,0.0,0.6092121639761565,0.7901342067132902,0.0
3.0,1.0,1.0,1.0,0.0,0.7805335913052307,0.9219022197271868,0.0
7.0,1.0,1.0,1.0,1.0,0.5979845419382634,0.8011663659129056,0.0
5.0,1.0,1.0,1.0,0.0,0.6100223988098445,0.7625499645159124,0.0
7.0,1.0,1.0,1.0,0.0,0.4409159066574091,0.5597746800366109,0.0
2.0,1.0,1.0,1.0,0.0,0.6881595259391133,0.7353936440189129,0.0
3.0,1.0,1.0,1.0,0.0,0.6806627114734995,0.8320726361601203,0.0
5.0,1.0,1.0,1.0,0.0,0.5956430145305163,0.5590100131345109,0.0
3.0,1.0,1.0,1.0,0.0,0.5702073790033015,0.6437083640670664,0.0
3.0,1.0,1.0,1.0,0.0,0.596605686834093,0.828025336026883,0.0
3.0,1.0,1.0,1.0,0.0,0.5950088990059319,0.7737083415604359,0.0
2.0,1.0,5.0,1.0,0.0,0.6437772742023178,0.6799370090320025,0.0
7.0,1.0,7.0,1.0,0.0,0.7365617171674339,0.8288506886922562,0.0
7.0,1.0,1.0,1.0,0.0,0.3144749955802801,0.7761948478904088,0.0
5.0,1.0,1.0,1.0,0.0,0.5497775319994913,0.7277902632994966,0.0
3.0,1.0,1.0,1.0,0.0,0.6960314877088879,0.8558957738608655,0.0
7.0,1.0,1.0,1.0,0.0,0.5653703380288002,0.5783777906929259,0.0
7.0,1.0,1.0,1.0,0.0,0.6228403458770799,0.7372666392961946,0.0
5.0,1.0,1.0,1.0,0.0,0.8135454104240596,0.903681278239972,0.0
7.0,2.0,1.0,2.0,0.0,0.4064754051489867,0.6562584394733193,0.0
5.0,1.0,1.0,1.0,0.0,0.5534868151756287,0.6300186809967414,0.0
2.0,1.0,7.0,1.0,0.0,0.5966672281657468,0.8066762192256931,0.0
7.0,1.0,7.0,1.0,0.0,0.4810987329816943,0.6066611841389147,0.0
2.0,1.0,1.0,1.0,0.0,0.5103335507057496,0.6829358287152729,0.0
3.0,1.0,1.0,1.0,0.0,0.5980364432758059,0.7853456991445995,0.0
5.0,1.0,1.0,1.0,0.0,0.6150099842796141,0.7500404996150252,0.0
7.0,1.0,1.0,1.0,1.0,0.6371122332621253,0.6947501344196212,0.0
7.0,1.0,1.0,1.0,1.0,0.5729127649628385,0.6530056069932471,0.0
3.0,1.0,1.0,1.0,0.0,0.6907900482666829,0.6418522076927076,0.0
2.0,1.0,1.0,1.0,0.0,0.5901787008547332,0.7229787726818699,0.0
2.0,1.0,1.0,1.0,0.0,0.6644867775305698,0.789942982489066,0.0
5.0,1.0,1.0,1.0,0.0,0.6256799221747977,0.8282218337026421,0.0
3.0,1.0,7.0,1.0,0.0,0.6470503547927642,0.7883900413643943,0.0
5.0,1.0,1.0,1.0,0.0,0.5961432006114702,0.7286745110545212,0.0
3.0,1.0,1.0,1.0,0.0,0.6320014281296267,0.7349173412755476,0.0
2.0,3.0,1.0,4.0,0.0,0.6409358585384473,0.8393466150823485,0.0
5.0,1.0,1.0,1.0,0.0,0.7604434206682802,0.9004273122142479,0.0
3.0,1.0,1.0,5.0,0.0,0.5953132450088132,0.7825417836019001,0.0
7.0,3.0,7.0,3.0,1.0,0.6036001482452873,0.7839116653167366,0.0
7.0,1.0,7.0,4.0,1.0,0.5962902248172428,0.8017806490909152,0.0
3.0,1.0,7.0,6.0,0.0,0.5011768703041959,0.6853871458452119,0.0
6.0,1.0,7.0,2.0,1.0,0.4693168672735304,0.6133984045492724,1.0
5.0,1.0,1.0,2.0,0.0,0.5397588012002581,0.7444622228577344,0.0
7.0,1.0,1.0,2.0,1.0,0.6106403603156272,0.829692535268336,0.0
2.0,6.0,5.0,2.0,0.0,0.6854641242591901,0.7565811073522042,0.0
7.0,5.0,7.0,5.0,0.0,0.18960551314265264,0.5116843175880206,0.0
7.0,1.0,7.0,1.0,1.0,0.522810562202741,0.6319494706743995,0.0
7.0,3.0,7.0,2.0,2.0,0.6119392649397275,0.8129404718168587,0.0
6.0,5.0,7.0,6.0,0.0,0.7149222010065053,0.5628691611165806,0.0
5.0,1.0,1.0,1.0,0.0,0.7572984416851841,0.882213155572785,0.0
2.0,1.0,1.0,1.0,0.0,0.6945564232715079,0.6295826766229737,0.0
5.0,1.0,1.0,1.0,0.0,0.769883535004424,0.9109020790853748,0.0
3.0,1.0,7.0,6.0,0.0,0.5657173039562098,0.6764488261880075,0.0
5.0,3.0,1.0,2.0,0.0,0.5985419032388571,0.7620897449783399,0.0
1.0,3.0,7.0,5.0,0.0,0.9841674187736382,0.7710131806882146,0.0
3.0,1.0,7.0,1.0,0.0,0.6060429194171784,0.7859765090897213,0.0
2.0,7.0,1.0,2.0,0.0,0.9081129878311156,0.913772298835042,1.0
7.0,4.0,1.0,2.0,1.0,0.6206477499453191,0.8042449444972561,0.0
3.0,4.0,5.0,6.0,0.0,0.7046259141435343,0.4832273438023691,0.0
3.0,4.0,7.0,6.0,0.0,0.6086518851835239,0.8202955238959646,0.0
7.0,3.0,7.0,6.0,0.0,0.6261120671950007,0.7088453804128818,0.0
5.0,3.0,7.0,4.0,0.0,0.6428349373781597,0.8507773059362052,0.0
7.0,1.0,1.0,5.0,0.0,0.7121184387402915,0.8642764547666246,0.0
5.0,1.0,1.0,3.0,0.0,0.3814045371349444,0.6638302451962801,0.0
3.0,1.0,1.0,5.0,0.0,0.6747369765966864,0.6022431981469651,0.0
3.0,1.0,1.0,2.0,0.0,0.6934250058016271,0.8031766844969042,0.0
2.0,1.0,5.0,1.0,0.0,0.6026911725673312,0.7989006217070767,0.0
5.0,1.0,7.0,1.0,0.0,0.6243051663315935,0.6628574001696563,0.0
3.0,4.0,7.0,3.0,0.0,0.6769255149629574,0.7081225068464079,0.0
3.0,1.0,7.0,1.0,0.0,0.5382100834910215,0.6771880129550851,0.0
2.0,1.0,7.0,3.0,0.0,0.5940224769590801,0.6507814425564504,0.0
3.0,1.0,1.0,1.0,0.0,0.5980452386386972,0.5279196485009692,0.0
6.0,1.0,1.0,4.0,0.0,0.5189714798177221,0.6527344595859716,0.0
3.0,1.0,1.0,1.0,0.0,0.4225579686249876,0.6230729046133376,0.0
2.0,1.0,7.0,2.0,0.0,0.4163876421279653,0.640334850044809,0.0
3.0,1.0,7.0,2.0,0.0,0.6498590061513934,0.8269650437025433,0.0
5.0,1.0,7.0,2.0,0.0,0.6717905336020271,0.7040090832163628,0.0
3.0,6.0,7.0,6.0,0.0,0.4630625255831529,0.6145795262695941,0.0
1.0,5.0,1.0,3.0,0.0,0.39060163713118,0.7646558787838273,0.0
3.0,1.0,1.0,2.0,0.0,0.6560809302046318,0.8060753578854192,0.0
5.0,1.0,1.0,2.0,0.0,0.5034226660897598,0.6071878721654258,0.0
5.0,1.0,1.0,5.0,0.0,0.595661415339837,0.7087789776367686,0.0
2.0,1.0,1.0,1.0,0.0,0.7972763025785916,0.9137138637348984,0.0
3.0,1.0,1.0,3.0,0.0,0.6698252864240963,0.7597404469577071,0.0
7.0,1.0,7.0,6.0,0.0,0.6157613415269312,0.8013013564155216,0.0
7.0,1.0,7.0,1.0,0.0,0.5474181636931039,0.5293820538266942,0.0
7.0,1.0,3.0,6.0,0.0,0.365472844570224,0.5569104237228117,0.0
5.0,1.0,1.0,1.0,0.0,0.4986191804432494,0.6730376423078184,0.0
4.0,1.0,1.0,3.0,0.0,0.7630333125411886,0.8790916501071848,0.0
7.0,3.0,1.0,4.0,0.0,0.4243639819703997,0.5545400647524019,0.0
7.0,3.0,1.0,3.0,1.0,0.6071833109448486,0.8143625459166088,0.0
3.0,3.0,1.0,5.0,0.0,0.5422485679390849,0.6666083684681894,0.0
2.0,3.0,1.0,3.0,0.0,0.6403569954763979,0.6377869022544758,0.0
2.0,1.0,1.0,5.0,0.0,0.4747587213832034,0.6762559098593925,0.0
2.0,3.0,1.0,5.0,0.0,0.6936621065317032,0.8537542432597859,0.0
3.0,1.0,1.0,4.0,0.0,0.5715546670580478,0.7466306299906762,0.0
1.0,1.0,1.0,4.0,0.0,0.7131567311509048,0.6521055553117918,0.0
3.0,3.0,1.0,3.0,0.0,0.5079151701961688,0.6913494974425305,0.0
3.0,1.0,1.0,3.0,0.0,0.633409026903827,0.7056000391911113,0.0
3.0,3.0,7.0,4.0,0.0,0.6317988989058634,0.7611039381035454,0.0
2.0,3.0,7.0,4.0,0.0,0.6694433475225026,0.8229767536563202,0.0
3.0,1.0,1.0,4.0,0.0,0.5582714878232533,0.6148261299491224,0.0
3.0,3.0,7.0,3.0,0.0,0.6889100588072994,0.7995133442062611,0.0
3.0,3.0,1.0,3.0,0.0,0.5231847993542207,0.5262860284961448,0.0
3.0,3.0,1.0,4.0,0.0,0.5167968868013091,0.5324826790526913,0.0
3.0,3.0,1.0,4.0,0.0,0.6278317637567667,0.8298895422182397,0.0
3.0,3.0,1.0,4.0,0.0,0.5596774235436008,0.7357881343364596,0.0
7.0,3.0,1.0,3.0,1.0,0.623652814396995,0.8007244145314729,0.0
7.0,3.0,1.0,4.0,0.0,0.6880730935994341,0.7169194618602148,0.0
2.0,3.0,1.0,4.0,0.0,0.5781076829752374,0.7786966324444791,0.0
4.0,3.0,1.0,3.0,0.0,0.6486144176285613,0.8312548733222513,0.0
3.0,3.0,3.0,3.0,0.0,0.4458717559132523,0.5427547548174374,0.0
4.0,3.0,7.0,3.0,0.0,0.6826599200209289,0.7548890029626422,0.0
2.0,1.0,3.0,2.0,0.0,0.6015966579765353,0.8125411680373134,0.0
3.0,1.0,3.0,2.0,0.0,0.6624686795495363,0.6166182492078747,0.0
3.0,1.0,1.0,3.0,0.0,0.5661462122161547,0.7417514716256477,0.0
4.0,1.0,1.0,2.0,0.0,0.8821522168412557,0.8232675163319811,0.0
3.0,1.0,1.0,2.0,0.0,0.6772373470907755,0.7911572891692629,0.0
7.0,3.0,1.0,5.0,0.0,0.6991503414978633,0.7265975432714242,0.0
5.0,1.0,1.0,2.0,0.0,0.6075948762692702,0.8090582750730562,0.0
7.0,1.0,1.0,2.0,1.0,0.6146826176086426,0.8176055214779012,0.0
2.0,1.0,1.0,2.0,0.0,0.39577160576188586,0.6054433289679793,0.0
4.0,1.0,1.0,1.0,0.0,0.6782517992193648,0.8197862826157092,0.0
7.0,1.0,7.0,1.0,1.0,0.5156903246004738,0.6980829886519331,0.0
3.0,1.0,1.0,3.0,0.0,0.7486179784222333,0.9074307351442884,0.0
3.0,1.0,1.0,6.0,0.0,0.4403669106606518,0.11174203970435316,0.0
7.0,3.0,7.0,3.0,0.0,0.5847509231378439,0.2264749642723558,0.0
5.0,1.0,7.0,2.0,0.0,0.5587719395639557,0.7383506703665859,0.0
4.0,1.0,7.0,1.0,0.0,0.5597608407046968,0.6955877260924694,0.0
5.0,1.0,7.0,2.0,0.0,0.6973380714484154,0.5298955828666294,0.0
2.0,1.0,7.0,2.0,0.0,0.31531996989348343,0.3525209045122608,0.0
5.0,1.0,7.0,2.0,0.0,0.6563397828690203,0.7841199420104346,0.0
2.0,1.0,1.0,2.0,0.0,0.5720522251326985,0.7821684363751302,0.0
7.0,1.0,1.0,2.0,1.0,0.638399868194643,0.8250593563113284,0.0
5.0,1.0,1.0,2.0,0.0,0.6973380714484154,0.5298844609766036,0.0
3.0,1.0,1.0,2.0,0.0,0.6361732249282719,0.7946460798565766,0.0
3.0,1.0,7.0,2.0,0.0,0.5990750370851474,0.6461721501992628,0.0
7.0,3.0,7.0,6.0,0.0,0.5690021236101712,0.7863424636274345,0.0
6.0,1.0,7.0,2.0,0.0,0.5890321681790605,0.7006451632617114,0.0
3.0,3.0,1.0,4.0,0.0,0.6533254965692965,0.3330965810965409,0.0
4.0,1.0,1.0,1.0,0.0,0.6375052834124917,0.7886872603218364,0.0
3.0,1.0,1.0,1.0,0.0,0.5382100858736205,0.6771880129550851,0.0
1.0,1.0,1.0,2.0,0.0,0.4497521013328738,0.5681591394278769,0.0
3.0,1.0,1.0,1.0,0.0,0.5958811362041105,0.6402735564382311,0.0
2.0,1.0,1.0,2.0,0.0,0.6268212715071222,0.765074304985788,0.0
3.0,3.0,1.0,3.0,0.0,0.5950590789159556,0.7925477718443403,0.0
7.0,3.0,5.0,6.0,0.0,0.4691141629287658,0.4596063879339312,0.0
7.0,3.0,7.0,3.0,1.0,0.6144410197236283,0.8297302215544278,0.0
4.0,4.0,7.0,6.0,0.0,0.5344344544730673,0.6738958185127331,0.0
3.0,4.0,3.0,6.0,0.0,0.35654750854042483,0.5483242917733975,0.0
7.0,4.0,1.0,6.0,0.0,0.6288248296799352,0.5488828997885378,0.0
7.0,1.0,1.0,2.0,1.0,0.5298208119038437,0.714418909420985,0.0
5.0,2.0,5.0,2.0,0.0,0.6854332374416803,0.8232516959773335,0.0
7.0,4.0,7.0,4.0,1.0,0.5740223220901681,0.7745871680101429,0.0
3.0,1.0,3.0,6.0,0.0,0.5723647410663277,0.7473042518196991,0.0
4.0,1.0,3.0,6.0,0.0,0.6044386645248698,0.7428339584454591,0.0
3.0,1.0,1.0,2.0,0.0,0.4113026584082622,0.6425664071706763,0.0
5.0,1.0,1.0,1.0,0.0,0.5400750875962395,0.6726258366696385,0.0
2.0,1.0,1.0,6.0,0.0,0.3315293721995527,0.2496749968527752,0.0
3.0,1.0,1.0,1.0,0.0,0.51076241488762,0.6937970360869485,0.0
7.0,1.0,1.0,6.0,1.0,0.6688616551245641,0.8269150855525567,0.0
1.0,1.0,7.0,6.0,0.0,0.6225992959897528,0.6873790319911137,0.0
5.0,1.0,1.0,2.0,0.0,0.6228403446857804,0.7372666392961946,0.0
3.0,1.0,1.0,5.0,0.0,0.8759094474324876,0.5263592982590239,0.0
3.0,1.0,1.0,1.0,0.0,0.4038318511981371,0.5853752501870844,0.0
3.0,1.0,1.0,2.0,0.0,0.6095469309985138,0.7359226319931338,0.0
0.0,1.0,7.0,5.0,0.0,0.5643228857177034,0.5378319631586379,0.0
3.0,1.0,7.0,2.0,0.0,0.5485743899713569,0.6452512839910014,0.0
1.0,1.0,3.0,1.0,0.0,0.802681383660806,0.9534002993776056,0.0
7.0,1.0,1.0,1.0,0.0,0.4163828578698903,0.6403557138562093,0.0
3.0,1.0,1.0,2.0,0.0,0.6734590066755644,0.7474407208600979,0.0
3.0,1.0,1.0,1.0,0.0,0.5891979327144616,0.7620404439562805,0.0
7.0,4.0,5.0,6.0,0.0,0.7976191978362186,0.5181365251920056,0.0
