% selection
@RELATION myRel

@ATTRIBUTE IMPACT_TYPE NUMERIC
@ATTRIBUTE ENVIRONMENT NUMERIC
@ATTRIBUTE LIGHT NUMERIC
@ATTRIBUTE ROAD_SURFACE_CONDITION NUMERIC
@ATTRIBUTE TRAFFIC_CONTROL_CONDITION NUMERIC
@ATTRIBUTE NO_OF_PEDESTRIANS NUMERIC
@ATTRIBUTE X NUMERIC
@ATTRIBUTE Y NUMERIC
@ATTRIBUTE Highway NUMERIC
@ATTRIBUTE categorical_TRAFFIC_CONTROL_01 NUMERIC
@ATTRIBUTE categorical_TRAFFIC_CONTROL_02 NUMERIC
@ATTRIBUTE categorical_TRAFFIC_CONTROL_03 NUMERIC
@ATTRIBUTE categorical_TRAFFIC_CONTROL_04 NUMERIC
@ATTRIBUTE categorical_TRAFFIC_CONTROL_07 NUMERIC
@ATTRIBUTE categorical_TRAFFIC_CONTROL_08 NUMERIC
@ATTRIBUTE categorical_TRAFFIC_CONTROL_09 NUMERIC
@ATTRIBUTE categorical_TRAFFIC_CONTROL_11 NUMERIC
@ATTRIBUTE categorical_ACCIDENT_LOCATION_01 NUMERIC
@ATTRIBUTE categorical_ACCIDENT_LOCATION_02 NUMERIC
@ATTRIBUTE categorical_ACCIDENT_LOCATION_03 NUMERIC
@ATTRIBUTE categorical_ACCIDENT_LOCATION_04 NUMERIC
@ATTRIBUTE categorical_ACCIDENT_LOCATION_05 NUMERIC
@ATTRIBUTE categorical_ACCIDENT_LOCATION_06 NUMERIC
@ATTRIBUTE categorical_ACCIDENT_LOCATION_07 NUMERIC
@ATTRIBUTE categorical_Seasons_Fall NUMERIC
@ATTRIBUTE categorical_Seasons_Spring NUMERIC
@ATTRIBUTE categorical_Seasons_Summer NUMERIC
@ATTRIBUTE categorical_Seasons_Winter NUMERIC
@ATTRIBUTE class REAL

@DATA
3.0,2.0,1.0,2.0,1.0,0.0,0.5254596985822113,0.6235007277445277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,2.0,1.0,2.0,1.0,0.0,0.4038313389394288,0.5853707652890421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.0,2.0,1.0,2.0,1.0,1.0,0.5630146055679424,0.5323418893962071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,2.0,1.0,2.0,1.0,0.0,0.6702185307562507,0.616962009250102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,2.0,1.0,2.0,0.0,0.0,0.6279659147820711,0.7239088551091868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0,1.0,1.0,1.0,1.0,0.0,0.6177371138343686,0.7464031980181574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,2.0,1.0,2.0,0.0,0.0,0.1972971110038415,0.5240647718503624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,2.0,1.0,2.0,0.0,0.0,0.5445118591464864,0.7162146100268671,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,2.0,1.0,2.0,1.0,0.0,0.40189784822751307,0.6485418191853682,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.0,1.0,1.0,1.0,0.0,0.0,0.5437801619118732,0.7187849165946147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,2.0,1.0,2.0,0.0,0.0,0.4554329967992166,0.5090947571722495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,1.0,1.0,1.0,0.0,0.0,0.49622114851738,0.4258923743738876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,2.0,1.0,0.0,0.6907938651897094,0.6418397879750586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,2.0,1.0,2.0,0.0,0.0,0.4350595482878887,0.6696903805458874,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,1.0,1.0,1.0,1.0,0.0,0.5983953996308875,0.8347501038631719,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0,1.0,1.0,2.0,1.0,0.0,0.7931703393630549,0.8807191588223873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,1.0,1.0,1.0,1.0,1.0,0.6309291896448448,0.8323208169466909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.0,2.0,1.0,2.0,1.0,0.0,0.41639093964448737,0.571729036128545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,2.0,1.0,2.0,0.0,0.0,0.7042635030204201,0.8619761784887032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,6.0,1.0,1.0,1.0,0.0,0.3799224583271581,0.6819724134742984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,2.0,0.0,0.0,0.7035404832100651,0.8598405620388831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,1.0,1.0,1.0,0.0,0.0,0.3984772144943962,0.5976320494034013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,6.0,7.0,1.0,0.0,0.0,0.5808425142801052,0.7158073221431067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,6.0,7.0,1.0,0.0,0.0,0.7169500021205124,0.5561723047886034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,6.0,7.0,1.0,0.0,0.0,0.7498424590038164,0.6160770222261647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,7.0,1.0,2.0,0.0,0.7901353256464354,0.4529579290771295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0,1.0,7.0,1.0,0.0,0.0,0.4009483719465212,0.6036217046657129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.0,6.0,7.0,1.0,0.0,0.0,0.9366657640588808,0.7547686335562247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,1.0,7.0,1.0,1.0,0.0,0.7065890169826865,0.7608601929304513,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.0,1.0,7.0,1.0,0.0,0.0,0.6002174145087862,0.8177057334854396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,2.0,0.0,0.6131488507058922,0.5378342631063617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,1.0,1.0,0.0,0.8138814092499151,0.9121276062247716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,2.0,0.0,0.6057296898952567,0.6879231831920265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.0,1.0,1.0,1.0,1.0,0.0,0.6013586554328727,0.8076499349467952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,6.0,1.0,2.0,0.0,0.0,0.5523207678257691,0.4539159887255835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,6.0,7.0,2.0,0.0,0.0,0.543776950168902,0.6616191740332624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,0.407948652854901,0.6025057043220983,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0,1.0,1.0,1.0,1.0,0.0,0.574868615171721,0.7351207223662612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,0.0,0.0,0.5618096551474379,0.6889400393609719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,2.0,0.0,0.5931502111697178,0.6800153551080683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,0.0,0.0,0.41651548879726,0.5718864346931696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,0.0,0.0,0.4351810262710094,0.539268214793239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.0,1.0,1.0,1.0,0.0,0.0,0.5974964499280215,0.7929196898178787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0,1.0,1.0,1.0,1.0,0.0,0.4043696513638713,0.6096439534727836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,1.0,1.0,1.0,1.0,0.0,0.7576479784365295,0.8978365525400278,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,0.0,0.0,0.7774019989526098,0.8713962057664021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,1.0,0.0,0.5995721031531787,0.7586571058716629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,1.0,1.0,1.0,1.0,0.0,0.6084850282266459,0.7860915229036465,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,0.6597110551147479,0.8151862064775771,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,0.0,0.0,0.654424708453317,0.6888527399170385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,7.0,1.0,0.0,0.0,0.5668666600112742,0.6727937821373615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,1.0,7.0,1.0,0.0,0.0,0.6454946036523328,0.8423202010535533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,1.0,0.0,0.5210248807628508,0.6376616043886543,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,1.0,1.0,1.0,0.0,0.0,0.5413339848152221,0.4399824947693816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0,1.0,1.0,1.0,1.0,0.0,0.6189217287754545,0.7698707802304909,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,7.0,1.0,0.0,0.0,0.6102864169480906,0.8055727371689301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,1.0,0.0,0.496622711692698,0.6604043416507182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,1.0,1.0,1.0,0.0,0.0,0.633502940603246,0.7867632062053218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0,1.0,1.0,1.0,1.0,0.0,0.6519019034104039,0.8201530092786982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,0.5776843357005239,0.6418392951291025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.0,1.0,5.0,1.0,0.0,0.0,0.5001906638825213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,0.6090252193301176,0.7905619805599144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,0.2925667556487834,0.3247632134008569,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0,1.0,1.0,1.0,1.0,0.0,0.690784503959641,0.6418506470139107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,1.0,1.0,1.0,1.0,0.0,0.6312984602694529,0.8116869838845417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,1.0,1.0,1.0,0.0,0.0,0.3628970433856917,0.25744169028808983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.0,1.0,0.0,1.0,0.0,0.0,0.8135722754150603,0.8601996003052221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,1.0,1.0,1.0,0.0,0.0,0.6374798241546893,0.6950696464416808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.0,1.0,0.0,1.0,0.0,0.0,0.5273669271005827,0.6816309862361436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,1.0,0.0,0.6999341664168908,0.8592655751103848,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,1.0,0.0,0.7572988991441223,0.8822186261626968,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,1.0,1.0,1.0,0.0,0.0,0.6080814600945708,0.8095777511206563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,0.5714047956468971,0.7605698902443551,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,1.0,1.0,1.0,0.0,0.0,0.5381636609390581,0.6773525413576067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,2.0,1.0,2.0,1.0,0.0,0.7594028945714397,0.8828175489756234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,1.0,1.0,1.0,1.0,0.0,0.6830716997792283,0.5750849884071982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,0.6725906221393929,0.8044843033415106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,2.0,1.0,2.0,1.0,0.0,0.617741534746151,0.7464006680756654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,0.0,0.0,0.42056615666348574,0.6291790029427915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,0.5695039477276921,0.5507580800161236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,1.0,1.0,0.0,0.5661462205552503,0.7417514716256477,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,1.0,1.0,0.0,0.5902586477609049,0.6844020453829245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,1.0,1.0,1.0,0.0,0.0,0.5619546851181463,0.5315092097545602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,1.0,1.0,1.0,0.0,0.0,0.17659243958563753,0.5547090451965744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,0.0,0.0,0.6820172176108352,0.8236840040065799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,1.0,1.0,1.0,1.0,0.0,0.5618670519487514,0.6974073790109543,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,1.0,1.0,1.0,1.0,0.0,0.6896009457010539,0.7595595396417991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,0.3973316860840512,0.4968314523895572,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.0,1.0,1.0,1.0,1.0,2.0,0.5506472257736181,0.687685976441756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.0,1.0,0.0,1.0,0.0,0.0,0.5772776773380084,0.5277678848082417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.0,1.0,0.0,1.0,0.0,0.0,0.5997219388253505,0.7980716876945451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,1.0,1.0,1.0,0.0,0.0,0.6499484905999342,0.6837703975996874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,1.0,0.0,0.4150044911984425,0.5699457880967174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.0,2.0,1.0,2.0,1.0,0.0,0.6870990837002138,0.7979198090044264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,1.0,7.0,1.0,0.0,0.0,0.2124336112714076,0.7343716293958238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,0.6053400444783517,0.7875044793535295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,1.0,1.0,1.0,0.0,0.0,0.5931645067615765,0.6806792350156741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,1.0,0.0,0.663893900023302,0.7796226571069127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,1.0,0.0,0.5812946254769367,0.7142924944376999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,0.0,0.0,0.6497126586036348,0.6830215181958152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,1.0,1.0,1.0,1.0,0.0,0.5890099337685228,0.5335650837314887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.0,1.0,7.0,1.0,0.0,0.0,0.590860546977936,0.7769550791790749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,1.0,7.0,1.0,0.0,0.0,0.5687328589897112,0.5810476685684591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
